name,dolp_mae,dolp_rmse,cos_mae,sin_mae,cos_sin_vector_error,weighted_aolp_error_deg,high_dolp_aolp_error_deg,dop_mae,dop_rmse,aop_mae_deg,weighted_aop_mae_deg,high_dop_aop_mae_deg
scene13_traj2_1__000040,0.03995348513126373,0.06208973005414009,0.49611756205558777,0.47149571776390076,0.7485666871070862,15.529012680053711,9.933246612548828,0.03995348513126373,0.06208973005414009,24.65443229675293,15.529012680053711,9.933246612548828
scene13_traj2_1__000041,0.04036696255207062,0.06288783252239227,0.49734336137771606,0.47248342633247375,0.7501776218414307,15.57885456085205,9.921635627746582,0.04036696255207062,0.06288783252239227,24.708232879638672,15.57885456085205,9.921635627746582
scene13_traj2_1__000042,0.04013153538107872,0.06257331371307373,0.49925556778907776,0.4706771671772003,0.7505761981010437,15.610760688781738,9.912665367126465,0.04013153538107872,0.06257331371307373,24.73141860961914,15.610760688781738,9.912665367126465
scene13_traj2_1__000043,0.040172282606363297,0.06257081776857376,0.501947283744812,0.47344133257865906,0.75537109375,15.894721984863281,10.141227722167969,0.040172282606363297,0.06257081776857376,24.883636474609375,15.894721984863281,10.141227722167969
scene13_traj2_1__000044,0.04053583741188049,0.06301772594451904,0.5003520846366882,0.47268059849739075,0.7532508969306946,15.729484558105469,10.018795013427734,0.04053583741188049,0.06301772594451904,24.81609535217285,15.729484558105469,10.018795013427734
scene13_traj2_1__000045,0.04027935862541199,0.06295914947986603,0.5058537721633911,0.4761636257171631,0.7605473399162292,15.976927757263184,10.162323951721191,0.04027935862541199,0.06295914947986603,25.078163146972656,15.976927757263184,10.162323951721191
scene13_traj2_1__000046,0.04028058797121048,0.0629303902387619,0.5071261525154114,0.4742584228515625,0.7601339221000671,16.05481719970703,10.187187194824219,0.04028058797121048,0.0629303902387619,25.03232192993164,16.05481719970703,10.187187194824219
scene13_traj2_1__000047,0.04031981900334358,0.0629076436161995,0.5066033005714417,0.4738226532936096,0.7596802711486816,16.10523223876953,10.249844551086426,0.04031981900334358,0.0629076436161995,25.02995491027832,16.10523223876953,10.249844551086426
scene13_traj2_1__000048,0.04033802077174187,0.06303910166025162,0.5049736499786377,0.475949227809906,0.7598008513450623,16.02952766418457,10.239200592041016,0.04033802077174187,0.06303910166025162,25.043872833251953,16.02952766418457,10.239200592041016
scene13_traj2_1__000049,0.04057792201638222,0.06331279128789902,0.5097010731697083,0.47978901863098145,0.7665427327156067,16.195039749145508,10.21838092803955,0.04057792201638222,0.06331279128789902,25.30634880065918,16.195039749145508,10.21838092803955
scene13_traj2_1__000050,0.04012802988290787,0.06275726854801178,0.5094500780105591,0.4800008237361908,0.7664716243743896,16.275848388671875,10.216873168945312,0.04012802988290787,0.06275726854801178,25.30016326904297,16.275848388671875,10.216873168945312
scene13_traj2_1__000051,0.04019279405474663,0.06297285109758377,0.5114428997039795,0.4810878038406372,0.7689493298530579,16.397930145263672,10.446017265319824,0.04019279405474663,0.06297285109758377,25.37833595275879,16.397930145263672,10.446017265319824
